Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
70,0.666666667,0.333333333,0.333333333,0.333333333,0.5,1
71,0,0.333333333,0.333333333,0.666666667,0,-0.5
72,0.666666667,0.666666667,-0.333333333,0,-0.5,0
73,-1.333333333,1,0,0,0,0.5
74,0,0,0,-0.166666667,0,0.5
75,-1.333333333,0.666666667,-0.166666667,-0.166666667,0,-0.5
76,0,1,0,0.333333333,-0.5,0.5
77,0,0,0.166666667,-0.333333333,-1.5,0
78,-0.666666667,0,0.333333333,0.166666667,1,0
79,0,1,0,0,0,-0.5
80,0,1,-0.333333333,0.166666667,0,0
81,0.666666667,0.666666667,-0.166666667,0,0,-1
82,-0.666666667,0.333333333,0.166666667,0.166666667,1.5,0
83,0,0.666666667,0.166666667,0.166666667,-0.5,-0.5
84,0,-0.333333333,0,-0.666666667,0,-1.5
85,-0.666666667,1,0.333333333,-0.666666667,-0.5,0.5
86,-2,0,0.166666667,-0.333333333,0.5,0
87,0.666666667,-0.666666667,0.333333333,0.5,1,-1
88,0,0,0.333333333,0,1.5,-0.5
89,-0.666666667,0,-0.166666667,0,0,-0.5
90,-1.333333333,0,-0.333333333,0,1,0
91,1.333333333,0.333333333,0,0,-1.5,-1.5
92,0.666666667,1,0,-0.166666667,0,-0.5
93,1.333333333,0.666666667,-0.333333333,-0.333333333,-0.5,0
94,-0.666666667,0,0,0,0,0
95,0.666666667,0.333333333,0.5,0,0,1.5
96,-1.333333333,1.333333333,-0.333333333,-0.333333333,0.5,0.5
97,0,0.333333333,0,-0.166666667,-0.5,0
98,-2,0,0,0,0,0
99,0,0.333333333,0.166666667,0,1,0
100,1.333333333,-0.333333333,0.333333333,0,0.5,0
101,-1.333333333,0,-0.166666667,-0.166666667,1,0
102,-0.666666667,0.333333333,-0.166666667,0.166666667,-0.5,1.5
103,1.333333333,0,0.166666667,0.5,0.5,0.5
104,0.666666667,0.333333333,0.166666667,0.166666667,0,1.5
105,-1.333333333,-0.666666667,0.166666667,0.333333333,-1.5,0.5
106,-1.333333333,-0.333333333,0.166666667,-0.5,0,1
107,-0.666666667,0,0.166666667,-0.166666667,1,0
108,-0.666666667,0.333333333,0.166666667,0,-0.5,1
109,0,0.333333333,0.166666667,0,0.5,0
110,0,-0.333333333,0.333333333,0.166666667,0,2
111,-0.666666667,0.666666667,-0.166666667,0.166666667,0,2
112,0.666666667,0.666666667,0.333333333,0,-0.5,2
113,0,1,0.333333333,0.166666667,0,1
114,0.666666667,0,0.333333333,0.333333333,1,1.5
115,0,0,0.666666667,0.333333333,-0.5,1.5
116,0.666666667,0,0.333333333,0,0,1
117,1.333333333,0.333333333,0.166666667,0.166666667,-1,1.5
118,0.666666667,0.666666667,0.333333333,0.5,0,1.5
119,2,0,0.333333333,-0.166666667,0.5,1.5
120,0,-1,0.5,0.833333333,-0.5,1.5
121,0.666666667,0.666666667,0.5,0.166666667,0,1
122,0,0.666666667,0.833333333,0.666666667,0,1
123,-1.333333333,0.333333333,0.5,0.5,0,1.5
124,2,0.666666667,0.5,0.166666667,1,2
125,0.666666667,1,0.333333333,0.333333333,-1,0.5
126,-1.333333333,-1,0.666666667,0.5,0.5,2
127,0.666666667,0.333333333,0.666666667,0.833333333,0.5,2.5
128,0.666666667,0,0.333333333,0.5,0,2
129,-0.666666667,0.666666667,0.666666667,0.666666667,0,2.5
130,2,0.666666667,0.666666667,0.666666667,0.5,2.5
131,-0.666666667,-0.666666667,0.5,0.833333333,0,2
132,0.666666667,0,0.5,0.833333333,0,1.5
133,1.333333333,0.666666667,0.666666667,0.833333333,0,1.5
134,0.666666667,0.666666667,1,0.833333333,0,2.5
135,1.333333333,1,0.833333333,0.833333333,0,2.5
136,1.333333333,0,0.5,1.166666667,0.5,3.5
137,2,-0.666666667,1,1.166666667,-1,3
138,2,1.333333333,0.833333333,0.833333333,0,3.5
139,1.333333333,1.333333333,1.166666667,1.333333333,-0.5,1.5
140,2.666666667,0.666666667,1,1.166666667,0,3
141,1.333333333,0.333333333,1.166666667,1.333333333,1,2.5
142,2.666666667,0,1.166666667,1.333333333,0,3.5
143,3.333333333,1,1.166666667,0.666666667,0,4
144,1.333333333,0.666666667,1.166666667,1.333333333,-0.5,2.5
145,2.666666667,0.666666667,1.166666667,1.666666667,0,3.5
146,3.333333333,1.333333333,0.666666667,1.666666667,1,2
147,3.333333333,0.666666667,1,1.5,1,2
148,2.666666667,1,1,1.333333333,0,3
149,3.333333333,1,1.166666667,1.666666667,1,3.5
150,4,0.666666667,1.166666667,1.666666667,0.5,4
151,4,1.333333333,1.333333333,1.833333333,0.5,2
152,4.666666667,1,1.166666667,1.833333333,0.5,3.5
153,4,1.333333333,1.333333333,1.666666667,1.5,3.5
154,6,0.333333333,1.5,1.833333333,0,4
155,4,1,1.333333333,2.166666667,0.5,4
156,4.666666667,0.666666667,1.333333333,1.5,-2,3.5
157,4.666666667,0.666666667,1.5,1.833333333,0.5,4
158,4.666666667,1.333333333,1.333333333,1.833333333,0.5,4
159,5.333333333,1.333333333,1.833333333,1.833333333,0,3.5
160,6,1.666666667,1.5,2.333333333,0.5,4
161,5.333333333,1.333333333,1.666666667,1.833333333,0,2.5
162,6,0.333333333,1.333333333,2,0.5,5
163,6.666666667,1,1.833333333,2,-0.5,3
164,6,1.333333333,1.5,2.333333333,1,4.5
165,7.333333333,1.333333333,1.666666667,2.333333333,0.5,3
166,6,1,1.666666667,2.333333333,1,4.5
167,4.666666667,1.666666667,1.666666667,2.166666667,0,4
168,6.666666667,1,1.833333333,2.333333333,0.5,4.5
169,6.666666667,1.333333333,2,2.5,1.5,5.5
170,4.666666667,1,1.666666667,2.333333333,1,4.5
171,6,1.666666667,1.833333333,1.833333333,0,4.5
172,6.666666667,2,1.333333333,2.666666667,-1,4
173,6,1.666666667,1.5,2.5,1.5,4.5
174,6.666666667,1.666666667,1.5,2.5,1,5
175,7.333333333,1.666666667,1.666666667,2.666666667,0.5,4.5
176,7.333333333,1.666666667,1.833333333,2.833333333,1.5,3.5
177,7.333333333,1.666666667,1.833333333,2.666666667,0.5,4.5
178,7.333333333,1.333333333,1.833333333,2.5,0.5,4.5
179,7.333333333,1.333333333,2,2.666666667,2,4
180,6.666666667,2,1.833333333,2.5,0.5,4.5
181,6.666666667,2,2,2.666666667,0,4.5
182,7.333333333,2,2,3.166666667,0,4
183,6.666666667,2,2,2.166666667,1,6
184,8,2,2,2.666666667,0.5,5
185,8,2,2,2.833333333,1,5
186,8,2,1.833333333,2.833333333,1.5,4.5
187,8,2.333333333,2,2.833333333,1,5
188,10,2,2,2.833333333,1.5,5
189,8,1.333333333,2.166666667,2.5,0.5,5.5
190,8.666666667,2,2.166666667,2.666666667,0.5,4.5
191,9.333333333,1.666666667,2.166666667,3,0.5,5.5
192,9.333333333,1.666666667,1.833333333,3.333333333,0.5,5.5
193,8,2,2,3.166666667,0.5,5.5
194,8.666666667,1.666666667,2,2.833333333,-1,5
195,8.666666667,1.333333333,2.166666667,3.5,1,5
196,10,2.333333333,2.5,3.5,0.5,4.5
197,9.333333333,2.333333333,2.166666667,3,-0.5,5
198,10.66666667,2.333333333,2.166666667,3,0,5
199,7.333333333,2,2.166666667,3.166666667,1.5,5.5
200,9.333333333,2,2.166666667,3,1,6
201,10,1.333333333,2.166666667,3,1,5
202,8.666666667,2,2.166666667,3.333333333,0,5
203,9.333333333,2.333333333,2,3.333333333,0,5.5
204,8.666666667,1,2.166666667,3.166666667,0.5,5
205,8,2,2.333333333,3,2,5.5
206,10,2.666666667,2.666666667,3.333333333,1.5,5.5
207,10,2.666666667,2,3.333333333,1,6
208,10.66666667,2.666666667,2.5,3.333333333,2,6
209,10,2.666666667,2.166666667,3.666666667,-1,5.5
210,10.66666667,3,2.166666667,3.5,1.5,5.5
211,10,1.333333333,2.5,3.666666667,1,5.5
212,10,3.333333333,2.166666667,3.333333333,1.5,4.5
213,9.333333333,3.333333333,2.333333333,3.166666667,1,5.5
214,10.66666667,2.666666667,2.333333333,3.5,1.5,6.5
215,10,2,2.333333333,3.666666667,1.5,6.5
216,10.66666667,2.333333333,2.166666667,3.666666667,1,6.5
217,10.66666667,2,2.666666667,3.166666667,1,6.5
218,10.66666667,2.666666667,2.5,3.5,1,6
219,10.66666667,2.333333333,2.333333333,3.166666667,1,5.5
220,10.66666667,3.333333333,2.333333333,3.333333333,1.5,5.5
221,10.66666667,2,2.333333333,3.5,1.5,5.5
222,10.66666667,3,2.5,3.5,1,6
223,10.66666667,3,2.833333333,3.5,1,6
224,11.33333333,2.333333333,2.333333333,3.666666667,0.5,5.5
225,10.66666667,2.333333333,2.333333333,3.5,2,6
226,10.66666667,2.666666667,2.5,4,1,5.5
227,11.33333333,1.666666667,2.666666667,3.666666667,2.5,6
228,12.66666667,2.666666667,2.5,3.666666667,1,5.5
229,10,3,2.5,3.5,-0.5,6
230,10,2.333333333,2.333333333,3,1,6.5
231,11.33333333,2.666666667,2.5,3.5,1,6
232,11.33333333,3,2.833333333,3.833333333,0.5,6
233,11.33333333,3,3,3.666666667,1.5,6.5
234,10,3,2.5,3.666666667,2.5,6.5
235,10,2.666666667,2.666666667,2.833333333,1,5.5
236,11.33333333,3,2.666666667,3.833333333,1.5,6.5
237,11.33333333,3,2.333333333,3.666666667,1,5
238,11.33333333,3,2.333333333,3.666666667,0.5,6.5
239,10.66666667,2.666666667,2.666666667,3.5,1,5.5
240,11.33333333,3,2.5,4,2,6.5
241,10.66666667,3,2.5,3.833333333,2.5,7
242,10.66666667,3,2.333333333,3.666666667,1.5,6
243,11.33333333,3,2.5,3.666666667,1.5,6.5
244,9.333333333,3,2.333333333,3.833333333,-0.5,6
245,11.33333333,3.333333333,2.5,4.166666667,1.5,7.5
246,12.66666667,3,2.5,3.833333333,1,5
247,12.66666667,3.333333333,2.833333333,3.833333333,2,6
248,11.33333333,3,2.5,3.666666667,1,6.5
249,11.33333333,3,2.833333333,3.833333333,2,6
250,12,3,2.833333333,3.833333333,0.5,6.5
251,12,2.666666667,2.666666667,3.5,1.5,6.5
252,12,3.666666667,2.666666667,3.833333333,1.5,6.5
253,10.66666667,3.333333333,2.5,3.833333333,1.5,5.5
254,12,3,2.666666667,4,1.5,6.5
255,12,3.333333333,2.666666667,3.833333333,2,6.5
256,12,4,2.666666667,4.166666667,1.5,6
257,10.66666667,2,2.5,3.666666667,0.5,6.5
258,11.33333333,3,2.5,3.666666667,1.5,6
259,10,3,2.5,4,2,5.5
260,10.66666667,3,2.5,3.833333333,2,6
261,12,3,2.666666667,3.833333333,2,6
262,12,3.666666667,2.666666667,3.666666667,1.5,6.5
263,10.66666667,3.666666667,2.5,4.166666667,1.5,6
264,13.33333333,3,2.666666667,3.833333333,2,6.5
265,12,3,2.5,3.833333333,1.5,5.5
266,11.33333333,3,2.666666667,4.166666667,1.5,6
267,12,3.333333333,2.666666667,3.833333333,-0.5,5.5
268,11.33333333,3,2.666666667,3.333333333,1,6
269,11.33333333,2.333333333,2.666666667,4,2.5,7
270,12,4,2.333333333,4,2.5,7
271,12,3,2.833333333,4.166666667,2.5,6.5
272,11.33333333,3.333333333,2.5,4,1,6.5
273,12,3,2.833333333,4.166666667,1.5,6
274,10.66666667,3.666666667,2.5,3.833333333,1.5,5.5
275,11.33333333,3.333333333,2.833333333,3.833333333,3,6.5
276,10.66666667,3.333333333,2.833333333,3.666666667,1.5,6
277,10.66666667,3,2.666666667,4,2,6
278,11.33333333,3.666666667,2.666666667,4,1,6
279,12,3,2.833333333,4.166666667,1.5,6.5
280,12.66666667,3.333333333,2.333333333,4,3,7
281,12,3.333333333,2.833333333,4.166666667,2,6
282,10.66666667,2.666666667,3.166666667,4.333333333,2,6.5
283,11.33333333,3.666666667,2.833333333,4,2,6
284,12.66666667,3,2.833333333,4.166666667,2,6.5
285,11.33333333,3.666666667,2.666666667,4,3,6.5
286,11.33333333,3.666666667,2.666666667,4,1,6
287,10.66666667,4,2.833333333,3.833333333,2,6
288,12.66666667,4.666666667,2.833333333,4,2.5,6.5
289,12,3.333333333,2.833333333,4,2,6.5
290,9.333333333,3.333333333,2.833333333,4.166666667,2.5,7
291,12,3.333333333,3,3.666666667,1.5,6.5
292,11.33333333,3.666666667,2.5,4,0.5,6
293,10,4.333333333,2.833333333,4,3.5,6.5
294,12.66666667,3.333333333,2.666666667,4,2,6.5
295,11.33333333,4,2.666666667,3.833333333,1.5,7
296,11.33333333,3.666666667,2.833333333,4,2.5,5
297,10.66666667,3.333333333,2.833333333,3.833333333,2.5,6
298,12,3.666666667,2.833333333,3.833333333,2,7
299,10.66666667,3.666666667,2.833333333,4.166666667,2,7
