Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
188,12,0,0,6.5,3.777777778,3.5
189,12,2.5,1.5,6.125,3.888888889,3.5625
190,12,2.5,3,6.375,3.666666667,3.5625
191,10.8,7.5,-1.5,6.5,3.777777778,3.625
192,12,-2.5,0,6.75,3.888888889,3.6875
193,10.8,0,1.5,6.875,4.111111111,3.6875
194,10.8,0,1.5,6.625,4.111111111,3.6875
195,10.8,2.5,-3,6.875,4,3.75
196,12,-2.5,1.5,6.625,4,3.875
197,4.8,0,1.5,6.75,4.111111111,3.75
198,8.4,-5,-3,6.625,4.222222222,3.8125
199,12,0,0,6.75,4.333333333,3.875
200,12,0,-1.5,7,4.222222222,3.9375
201,13.2,0,0,7.125,4.444444444,4.0625
202,13.2,2.5,0,6.875,4.444444444,4.0625
203,10.8,0,1.5,7.75,4.555555556,4.1875
204,10.8,-2.5,0,7.375,4.444444444,4.125
205,13.2,2.5,-1.5,7.625,4.555555556,4.1875
206,12,-2.5,0,7.375,4.444444444,4.25
207,13.2,5,1.5,7.375,4.555555556,4.25
208,12,5,-1.5,7.5,4.555555556,4.25
209,13.2,2.5,-1.5,7.625,4.777777778,4.5
210,12,-5,0,7.625,4.777777778,4.375
211,10.8,-2.5,1.5,7.75,5,4.4375
212,15.6,2.5,0,7.75,4.777777778,4.4375
213,14.4,-5,0,7.875,4.888888889,4.375
214,12,2.5,0,7.875,4.888888889,4.5
215,15.6,2.5,0,7.5,4.888888889,4.5
216,14.4,2.5,0,8,4.888888889,4.5
217,13.2,0,0,8.125,5,4.6875
218,14.4,0,1.5,8.25,4.666666667,4.625
219,12,2.5,3,8.25,5.111111111,4.6875
220,14.4,2.5,-3,8.25,5.111111111,4.6875
221,14.4,-2.5,0,8.5,5.222222222,4.75
222,15.6,-2.5,1.5,8.25,5.222222222,4.75
223,15.6,2.5,1.5,8.5,5.222222222,4.8125
224,15.6,0,0,8.375,5.111111111,4.8125
225,15.6,-2.5,-1.5,8.625,5.333333333,4.875
226,15.6,0,0,8.75,5.333333333,4.8125
227,16.8,2.5,3,8.875,5.444444444,5
228,15.6,0,3,8.875,5.444444444,5
229,15.6,-2.5,-1.5,8.875,5.555555556,5.0625
230,16.8,0,0,8.875,5.666666667,5.25
231,14.4,0,1.5,9,5.555555556,5.125
232,15.6,0,-1.5,8.875,5.888888889,5.1875
233,15.6,0,1.5,9.25,5.777777778,5.3125
234,16.8,2.5,-4.5,9.625,5.888888889,5.4375
235,16.8,2.5,3,9.375,6,5.375
236,16.8,-2.5,1.5,9.5,6,5.4375
237,13.2,0,1.5,9.75,6,5.5
238,15.6,2.5,-1.5,9.875,6,5.625
239,13.2,-2.5,1.5,9.875,6.111111111,5.5625
240,16.8,0,1.5,10,6.111111111,5.5
241,16.8,5,0,9.875,6.111111111,5.625
242,15.6,0,0,10.25,6.444444444,5.75
243,18,2.5,1.5,10.25,6.222222222,5.75
244,16.8,0,1.5,10.25,6.444444444,5.75
245,21.6,0,1.5,10.25,6.333333333,5.875
246,18,2.5,1.5,10.25,6.222222222,5.875
247,15.6,5,4.5,10.5,6.666666667,6.0625
248,15.6,5,-1.5,10.125,6.333333333,5.875
249,18,2.5,1.5,10.5,6.444444444,5.9375
250,16.8,-5,-1.5,10.625,6.555555556,6
251,15.6,-7.5,0,10.875,6.555555556,6.0625
252,18,2.5,0,11,6.444444444,6.0625
253,18,0,0,10.75,6.555555556,6.125
254,18,0,1.5,10.875,6.555555556,6.0625
255,19.2,0,0,11,6.666666667,6.1875
256,16.8,-2.5,-4.5,10.875,6.777777778,6.125
257,18,0,0,11,6.333333333,6.1875
258,18,2.5,-1.5,11,6.777777778,6.25
259,16.8,-2.5,0,11.125,6.777777778,6.25
260,15.6,0,0,11.25,6.777777778,6.3125
261,18,0,1.5,11.25,6.777777778,6.1875
262,20.4,7.5,0,11.5,6.888888889,6.375
263,19.2,2.5,1.5,11,6.888888889,6.375
264,19.2,2.5,-1.5,11.25,6.666666667,6.375
265,18,2.5,1.5,11.375,7.111111111,6.4375
266,18,2.5,1.5,11.5,7,6.5
267,19.2,2.5,1.5,11.625,7.111111111,6.5625
268,19.2,-5,1.5,11.25,6.777777778,6.5625
269,18,2.5,-3,11.625,7.111111111,6.5
270,19.2,0,3,11.375,7.333333333,6.5625
271,18,0,3,12,7.222222222,6.625
272,18,0,1.5,11.75,7.222222222,6.625
273,19.2,2.5,0,11.875,7.333333333,6.75
274,18,2.5,4.5,12,7.333333333,6.6875
275,18,0,1.5,12,7,6.8125
276,20.4,0,1.5,11.875,7.333333333,6.6875
277,20.4,0,1.5,12,7.333333333,6.8125
278,18,-2.5,1.5,12.125,7.444444444,6.75
279,19.2,0,3,12.25,7.333333333,6.875
280,20.4,-2.5,1.5,12.125,7.333333333,6.875
281,20.4,0,0,12.125,7.444444444,6.8125
282,19.2,5,0,12.25,7.444444444,6.875
283,18,2.5,0,12.5,7.555555556,6.9375
284,19.2,0,1.5,12.25,7.555555556,6.9375
285,21.6,-2.5,1.5,12.5,7.555555556,6.9375
286,18,-5,0,12.375,7.444444444,7.125
287,21.6,-2.5,3,12.375,7.333333333,7
288,20.4,0,1.5,12.5,7.777777778,6.9375
289,21.6,-2.5,1.5,12.625,7.555555556,7.125
290,21.6,5,1.5,12.25,7.777777778,6.9375
291,21.6,-2.5,-1.5,12.375,7.777777778,7.125
292,21.6,0,1.5,12.375,7.666666667,7.125
293,21.6,2.5,1.5,12.875,7.666666667,7.1875
294,20.4,2.5,1.5,12.75,7.888888889,7.25
295,21.6,2.5,1.5,12.75,7.777777778,7.3125
296,20.4,5,1.5,13,7.888888889,7.25
297,19.2,0,3,12.625,7.888888889,7.1875
298,20.4,2.5,1.5,12.875,7.777777778,7.3125
299,19.2,2.5,3,12.75,8,7.1875
