Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
188,7.2,1.333333333,3.333333333,-2,-0.166666667,7.2
189,3.6,1.333333333,1.666666667,1,0,8
190,2.4,1,2.5,0,0.5,6.4
191,3.6,0.666666667,1.666666667,0,0.333333333,6
192,4.8,1,0.833333333,1,-0.166666667,8
193,1.2,0.666666667,1.666666667,0,0.166666667,7.6
194,3.6,0.666666667,2.5,1,-0.166666667,7.6
195,2.4,1.333333333,1.666666667,1,0.5,8
196,4.8,0.666666667,1.666666667,-3,0.166666667,7.6
197,6,-0.333333333,1.666666667,1,0.333333333,8
198,4.8,-0.333333333,2.5,1,0.166666667,7.6
199,7.2,0.333333333,2.5,-1,0.166666667,7.2
200,3.6,0.666666667,2.5,0,0,8
201,4.8,0.666666667,1.666666667,0,0.166666667,7.6
202,3.6,0.666666667,1.666666667,0,0.166666667,8
203,4.8,0.666666667,1.666666667,1,0.166666667,7.6
204,4.8,0,1.666666667,-1,0.333333333,8.4
205,4.8,0.666666667,1.666666667,0,0.333333333,7.2
206,4.8,1,1.666666667,3,-0.166666667,8
207,2.4,1.333333333,1.666666667,0,0.166666667,6
208,7.2,0.666666667,1.666666667,0,0.166666667,8
209,3.6,0,2.5,-1,0.166666667,7.6
210,8.4,0.333333333,1.666666667,1,0.5,8.4
211,4.8,0.666666667,2.5,1,0.166666667,8
212,6,0.666666667,1.666666667,0,0,8
213,4.8,1,1.666666667,-1,0.166666667,9.2
214,3.6,0.666666667,2.5,1,0.166666667,8.8
215,7.2,0,1.666666667,2,0.333333333,7.6
216,4.8,1,1.666666667,2,0.333333333,8.4
217,6,1.333333333,0.833333333,2,0,8.8
218,4.8,1,1.666666667,3,-0.166666667,8.8
219,4.8,0.333333333,3.333333333,2,0,7.6
220,1.2,0.666666667,2.5,-3,0.333333333,8
221,4.8,1,1.666666667,-1,0,8
222,6,1,0.833333333,2,0,8.4
223,4.8,0.666666667,2.5,0,-1,8
224,7.2,1.333333333,2.5,1,0,8.4
225,3.6,1.333333333,2.5,2,0,8
226,2.4,1,1.666666667,2,0.166666667,8.4
227,8.4,0.333333333,3.333333333,1,0.333333333,8.4
228,6,1.333333333,1.666666667,2,-0.166666667,8
229,4.8,1,2.5,4,0.166666667,8.4
230,2.4,1.333333333,2.5,1,0.166666667,8.8
231,3.6,1,3.333333333,2,0,7.6
232,6,1,0.833333333,0,-0.5,8.4
233,6,1,0.833333333,1,-0.166666667,7.6
234,7.2,1,2.5,1,-0.166666667,7.6
235,6,1,0,1,0.166666667,8.4
236,4.8,1,1.666666667,1,-0.666666667,8.4
237,8.4,0.666666667,1.666666667,0,-0.333333333,8.4
238,6,1,3.333333333,3,0,8.4
239,8.4,1.333333333,1.666666667,1,-0.333333333,8.8
240,6,-0.333333333,3.333333333,1,-0.166666667,8.4
241,4.8,1.333333333,2.5,1,-0.333333333,8.4
242,3.6,0.666666667,2.5,1,0,7.6
243,6,0.666666667,2.5,2,-0.166666667,8
244,6,2,1.666666667,2,0,10.8
245,6,1,2.5,2,-0.833333333,7.6
246,6,0,1.666666667,2,0.166666667,8.8
247,6,1,2.5,1,-0.166666667,9.6
248,7.2,1.333333333,2.5,2,-0.333333333,7.6
249,6,1,2.5,1,-0.833333333,8.8
250,6,1.333333333,3.333333333,2,-0.166666667,8.4
251,4.8,1,2.5,1,-0.166666667,8.4
252,6,1.333333333,2.5,1,-0.333333333,8.4
253,7.2,1,2.5,1,-0.166666667,8.4
254,4.8,1.333333333,3.333333333,1,-0.166666667,9.2
255,3.6,1,1.666666667,3,0.166666667,9.6
256,7.2,1,3.333333333,2,-0.166666667,8.8
257,9.6,2,2.5,1,0,7.2
258,6,2.333333333,2.5,1,-0.166666667,9.6
259,4.8,1.666666667,3.333333333,-1,-0.166666667,9.2
260,6,0.333333333,3.333333333,0,-0.166666667,7.2
261,7.2,1,2.5,0,-0.166666667,7.6
262,7.2,1,2.5,1,-0.166666667,6.8
263,4.8,1,1.666666667,3,-0.166666667,9.2
264,7.2,1.333333333,2.5,1,-0.166666667,9.2
265,8.4,1,2.5,-1,-0.166666667,8.4
266,6,1,3.333333333,0,-0.333333333,9.2
267,7.2,2,2.5,0,-0.333333333,8.4
268,2.4,0.333333333,2.5,1,0,8.8
269,8.4,1.333333333,3.333333333,2,-0.166666667,8
270,6,1.333333333,1.666666667,3,-0.833333333,8.8
271,8.4,1,3.333333333,1,-0.333333333,8
272,7.2,1.333333333,3.333333333,1,-0.333333333,8
273,7.2,1,4.166666667,1,-0.166666667,8.8
274,8.4,1.333333333,3.333333333,1,0.166666667,8.8
275,7.2,0.666666667,2.5,-1,-0.5,8.8
276,7.2,1.333333333,3.333333333,2,-0.5,8.4
277,8.4,1,3.333333333,2,0,8.4
278,7.2,1.666666667,4.166666667,1,-0.333333333,8.8
279,8.4,1,3.333333333,-3,-0.5,8.4
280,9.6,0.333333333,5,1,-0.333333333,8.4
281,7.2,1.666666667,3.333333333,2,-0.166666667,9.2
282,8.4,1.666666667,3.333333333,2,-0.833333333,8.4
283,8.4,1,3.333333333,-1,-0.166666667,7.2
284,8.4,2,3.333333333,1,-0.166666667,8.4
285,8.4,1,3.333333333,2,-0.5,9.2
286,8.4,1,2.5,1,-0.5,8.4
287,9.6,1,4.166666667,-1,-0.333333333,8.4
288,8.4,2,3.333333333,1,-0.166666667,8.8
289,9.6,1.666666667,3.333333333,3,-0.5,9.2
290,9.6,1.333333333,3.333333333,1,-0.166666667,8.4
291,9.6,1.666666667,3.333333333,0,-0.333333333,8.8
292,8.4,0.666666667,4.166666667,3,-0.166666667,8.8
293,7.2,1,1.666666667,1,-0.166666667,8.8
294,9.6,1.333333333,5,0,-0.166666667,8
295,8.4,1.333333333,4.166666667,-1,-0.5,8
296,9.6,1.666666667,4.166666667,0,0,8
297,9.6,0.666666667,0.833333333,2,-0.166666667,8.8
298,7.2,1.666666667,4.166666667,3,-0.166666667,7.6
299,8.4,2.333333333,3.333333333,4,-0.333333333,8.4
