Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
193,8.666666667,2,2.166666667,3.333333333,0.4,4.5
194,10,2,2.166666667,3.333333333,1.2,5
195,10.66666667,1.666666667,2.166666667,3.166666667,0.8,3.5
196,8.666666667,2,2.333333333,3.166666667,0.4,4.5
197,10,2.333333333,2.666666667,2.5,0.8,4
198,10.66666667,2,2.333333333,3.833333333,1.2,5.5
199,10,1.666666667,2.666666667,3.166666667,2.4,5
200,10.66666667,1.666666667,2.333333333,3.166666667,1.2,5
201,10.66666667,2.333333333,2.333333333,3,-0.4,5.5
202,10,2,2,3.5,1.2,4.5
203,8,2,2.5,3.666666667,0.4,4.5
204,10,1.333333333,2.333333333,3.166666667,0.8,4.5
205,10,2.333333333,2.5,3,-0.4,4.5
206,12,2.333333333,2.166666667,3.166666667,1.2,5
207,10,2.333333333,2.5,3.333333333,2.4,5
208,9.333333333,2.333333333,2.5,3.333333333,2,5
209,10,2,2.666666667,3.333333333,0.8,5.5
210,10,1.666666667,2.5,2.5,2,5
211,10.66666667,2.666666667,2.5,3.166666667,1.2,4.5
212,10.66666667,2.333333333,2.333333333,3.166666667,1.2,3.5
213,12,3,2.666666667,2.666666667,0.8,4.5
214,11.33333333,2.333333333,2.666666667,2.833333333,0.8,5
215,10.66666667,2.333333333,2.666666667,2.833333333,1.2,5
216,8.666666667,2.333333333,2.5,3.5,0.8,5
217,10.66666667,2.666666667,2.5,3.5,2,5.5
218,10.66666667,2.666666667,2.5,3.333333333,1.6,6
219,11.33333333,2,2.5,3.5,1.2,5
220,10.66666667,3,2.5,3.333333333,1.2,5.5
221,12.66666667,2.666666667,2.666666667,3.5,0.4,6.5
222,10.66666667,2.666666667,2.666666667,3.5,0.8,5.5
223,10,2.666666667,2.5,3.5,0.8,5
224,11.33333333,1.333333333,2.833333333,3.5,0.8,5
225,10.66666667,2.666666667,2.166666667,3.333333333,0.8,5.5
226,10.66666667,2.666666667,2.333333333,3.5,1.6,6
227,10.66666667,2.666666667,2.5,4,1.2,5.5
228,10.66666667,2.666666667,2.666666667,3.5,-0.4,4.5
229,11.33333333,2.333333333,2.666666667,3.333333333,0.4,5
230,10.66666667,2.666666667,2.666666667,3.666666667,1.6,5.5
231,11.33333333,2.666666667,2.833333333,3.5,2,5
232,11.33333333,2.333333333,2.5,3.166666667,1.2,6
233,10,2.666666667,2.5,3.5,0.8,4
234,14,1.333333333,2.666666667,3.333333333,2,5.5
235,10.66666667,2.666666667,2.666666667,3.666666667,0,4.5
236,11.33333333,2.333333333,2.666666667,3.666666667,1.2,5.5
237,11.33333333,2.666666667,2.5,3.5,1.6,5
238,12.66666667,3,2.666666667,3.666666667,2,5.5
239,12,2.333333333,2.666666667,3.666666667,1.2,5
240,11.33333333,3.333333333,2.833333333,3.5,0.8,5.5
241,11.33333333,2.666666667,2.5,3,0.8,4.5
242,11.33333333,2.666666667,2.666666667,3.666666667,0.8,6
243,10,3,2.833333333,3.833333333,1.6,6
244,11.33333333,2.666666667,1,3.666666667,1.6,5.5
245,11.33333333,2.666666667,2.5,4.333333333,0.8,5
246,12,3.333333333,2.666666667,4,1.2,5.5
247,12,2.666666667,2.833333333,3.5,2.4,5
248,12,2,2.666666667,3.5,1.2,5.5
249,11.33333333,2.666666667,2.666666667,3.666666667,1.2,6
250,12.66666667,3.333333333,2.333333333,3.666666667,2,5.5
251,12,3.333333333,2.666666667,4,1.6,5.5
252,12,3,2.5,3.833333333,1.6,6
253,12,2.666666667,2.333333333,3.666666667,2,5
254,12.66666667,3.333333333,2.5,3.666666667,1.2,5.5
255,10,3,2.833333333,3.333333333,1.6,6.5
256,12,3,2.666666667,3.5,0.8,5
257,10.66666667,3.333333333,2.666666667,3.833333333,1.6,5.5
258,11.33333333,4,2.833333333,3.5,2.4,5.5
259,12,3.333333333,2.666666667,3.333333333,1.2,4
260,11.33333333,3,2.333333333,3.833333333,2,5.5
261,12,3,2.5,3.666666667,1.6,4.5
262,11.33333333,3.333333333,3,3.166666667,1.2,6
263,12,3.333333333,2.666666667,3.833333333,1.6,5.5
264,11.33333333,3.333333333,2.666666667,3.833333333,1.6,6
265,11.33333333,3.333333333,2.666666667,3.833333333,2,5.5
266,11.33333333,3,2.833333333,3.666666667,1.2,5.5
267,10,3.666666667,2.833333333,3.833333333,1.6,5.5
268,10.66666667,3.333333333,2.833333333,3.833333333,1.6,6
269,11.33333333,3.333333333,2.666666667,3.666666667,1.6,5.5
270,10.66666667,2.333333333,2.666666667,3.333333333,1.2,4.5
271,12.66666667,3.666666667,3,3.666666667,1.6,6
272,11.33333333,3,2.833333333,3.833333333,2.8,7
273,12.66666667,3.333333333,2.833333333,4,2,5.5
274,10.66666667,3.333333333,3.166666667,3.833333333,2.8,5.5
275,11.33333333,3,3,3.666666667,1.6,6
276,12,3.666666667,2.666666667,4,1.6,5
277,12,3.333333333,2.833333333,3.833333333,1.2,5
278,10,3.333333333,2.666666667,3.833333333,1.6,6.5
279,12,3.333333333,2.666666667,3.833333333,2.4,6.5
280,11.33333333,3.333333333,2.833333333,4,1.6,6
281,11.33333333,3.666666667,2.833333333,4.166666667,1.6,6
282,11.33333333,3.333333333,3,3.833333333,1.6,6
283,11.33333333,3.333333333,2.833333333,3.833333333,1.6,7
284,11.33333333,3.333333333,2.833333333,3.666666667,1.6,6
285,12,3.333333333,2.833333333,4,2.8,6
286,11.33333333,2.666666667,3.166666667,4,2.4,7
287,12,3.333333333,2.833333333,3.833333333,2.4,6.5
288,11.33333333,3.666666667,2.833333333,3.333333333,2,6.5
289,11.33333333,3.333333333,3,3.333333333,0.8,6
290,12.66666667,3.666666667,3,4,2,6
291,11.33333333,3.666666667,3,3.833333333,2.8,5.5
292,12,3.666666667,3,3.666666667,1.2,5.5
293,11.33333333,2.666666667,2.666666667,3.833333333,2.4,4
294,12,3.333333333,3,4.5,2,6
295,12,3.666666667,3,4,2.8,6
296,12,3.666666667,3,3.833333333,2,6
297,12.66666667,3.666666667,2.833333333,3.833333333,2,6
298,12,3.666666667,2.333333333,4,1.2,6.5
299,12.66666667,4,2.833333333,4,2,5.5
