Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
94,0,-0.8,-2.2,-0.25,0,-0.666666667
95,1,-0.4,0,0,0,-1.333333333
96,2,0.4,0,0,0,0.666666667
97,0,0.4,0,-0.25,0,-0.666666667
98,1,0,0,-0.25,-1.6,0
99,0,-0.4,1.1,0,0,0
100,0,-0.8,0,0,0.4,0.666666667
101,-1,-0.4,0,-0.25,0,-1.333333333
102,0,0,1.1,-0.25,0.4,0
103,0,0,1.1,0,0,2
104,1,0,2.2,0.25,0.4,1.333333333
105,1,-0.4,-1.1,0,0,0.666666667
106,1,0.4,0,0,0.4,0.666666667
107,0,0,0,-0.25,-0.4,0
108,1,1.6,0,0,0,0.666666667
109,2,0,1.1,0,0.8,1.333333333
110,-2,0,3.3,0,0.4,0.666666667
111,0,-0.4,1.1,0.5,0,2.666666667
112,1,0.4,0,0,0,0.666666667
113,3,0,-1.1,-0.25,0.4,-0.666666667
114,1,0,1.1,0,0.4,0
115,1,1.6,3.3,0,-0.4,0.666666667
116,1,0.4,2.2,0,0,0
117,2,0.8,2.2,0,0,1.333333333
118,2,0,3.3,0.25,0.4,2
119,2,0.4,1.1,-0.5,0.4,2
120,0,0.8,0,0,-0.4,0.666666667
121,-1,0,1.1,-0.25,-0.8,1.333333333
122,2,0.8,2.2,0,0.4,2
123,2,0.4,1.1,-0.25,1.2,0.666666667
124,3,0.8,3.3,-0.25,-0.4,0.666666667
125,1,0,3.3,-0.25,0,2
126,1,0.4,4.4,0,0,2
127,2,0.4,3.3,0,-0.4,4.666666667
128,-1,0.4,0,-0.25,0.4,2
129,2,0,3.3,-0.5,0,2.666666667
130,2,0.4,2.2,0.25,0.4,1.333333333
131,1,1.2,3.3,0,0,2
132,2,0,3.3,-0.25,0,4
133,3,0,4.4,0.5,0,4
134,3,0.4,3.3,-0.25,-0.4,0.666666667
135,3,0.4,4.4,-0.5,-0.4,4
136,3,0.4,3.3,0.25,0,3.333333333
137,4,0.8,3.3,0,0.4,5.333333333
138,3,0.8,3.3,0,0.4,4
139,3,0.8,2.2,-0.25,0,4
140,4,1.2,3.3,-0.25,0,4
141,4,1.2,2.2,0.25,0,4
142,2,0.4,2.2,-0.25,-0.4,3.333333333
143,3,0.8,6.6,0,-1.2,4
144,4,0.8,3.3,0,-0.4,3.333333333
145,3,0,3.3,0,0,4
146,1,0.8,4.4,0,-0.8,4.666666667
147,4,0.8,4.4,0.25,-0.4,5.333333333
148,1,1.6,5.5,0,0,4.666666667
149,3,0.4,4.4,0,-0.4,4.666666667
150,3,1.2,5.5,0,-1.2,5.333333333
151,3,0.8,4.4,0,-0.4,6
152,3,0.8,4.4,0,-0.4,4
153,4,0,4.4,0,0,4.666666667
154,4,1.6,6.6,0.25,0.4,4.666666667
155,4,0.8,5.5,0,-0.4,6.666666667
156,5,1.2,5.5,0,0,6
157,3,1.2,4.4,-0.5,0,2.666666667
158,5,1.6,4.4,-0.5,0,6
159,4,1.6,5.5,0,0,5.333333333
160,4,2,4.4,0,-0.4,5.333333333
161,4,0.4,5.5,0.25,0,6
162,6,1.2,4.4,-0.25,0,5.333333333
163,6,1.2,5.5,0.25,1.2,6
164,5,1.2,8.8,0.25,-0.4,7.333333333
165,5,1.2,4.4,0,0,6
166,5,1.2,6.6,0,-2,8
167,6,2,5.5,0.25,-1.2,5.333333333
168,5,0.8,3.3,0,0,6
169,5,0,7.7,0,0.4,6
170,5,2,5.5,0.5,0,7.333333333
171,7,1.6,7.7,0.5,0,8
172,5,2.4,4.4,-0.25,-1.2,6.666666667
173,5,1.2,6.6,0.25,0,7.333333333
174,4,2,4.4,0,0.4,6
175,5,1.6,4.4,0.25,-0.4,6.666666667
176,5,1.2,6.6,-0.25,0.4,7.333333333
177,5,2.4,6.6,0.5,-0.4,8
178,5,1.6,8.8,0.25,0.8,6.666666667
179,6,2.8,6.6,0.25,0,7.333333333
180,4,0.4,7.7,0.25,0,7.333333333
181,5,1.6,6.6,-0.25,0,7.333333333
182,5,0,8.8,0.25,-0.4,7.333333333
183,4,1.2,5.5,0,0.4,8.666666667
184,5,1.2,7.7,0.25,0,6.666666667
185,6,1.6,6.6,-0.5,1.2,10
186,7,1.6,8.8,0.5,0,8
187,7,0.8,6.6,0.25,0,8.666666667
188,6,1.6,6.6,0.25,0.4,9.333333333
189,7,1.6,8.8,0.25,-0.4,8.666666667
190,7,1.6,6.6,0,0,8
191,2,2,6.6,0.25,0.8,8
192,7,1.2,8.8,-0.5,-1.6,7.333333333
193,7,2,7.7,0.25,0,10
194,7,0,7.7,0.25,0.8,9.333333333
195,6,2,6.6,0.25,0.4,8.666666667
196,8,2,7.7,0.5,-0.4,8.666666667
197,9,1.6,7.7,0.25,-0.4,9.333333333
198,6,1.6,7.7,-0.25,0,9.333333333
199,6,1.2,7.7,0.25,0,8.666666667
200,7,2.8,7.7,0.25,0,8.666666667
201,7,1.6,11,0.5,0,8.666666667
202,7,2,7.7,0.25,-1.2,8.666666667
203,4,2,8.8,-0.5,0,8.666666667
204,7,2.4,8.8,-0.25,-0.8,10
205,6,2,8.8,0.5,0.4,9.333333333
206,6,3.2,6.6,0.75,0,10
207,8,2,6.6,0.25,0,8
208,8,2.4,9.9,0.25,0,8.666666667
209,8,2.8,11,0.5,-0.4,9.333333333
210,6,3.2,9.9,-0.25,0,9.333333333
211,8,2.4,6.6,0.25,0.4,10
212,7,2.4,7.7,0.25,0.8,9.333333333
213,7,3.2,11,0,-0.4,9.333333333
214,7,2.8,8.8,0.25,0.4,10
215,10,2,8.8,0.5,0.8,8.666666667
216,8,2.8,9.9,1.25,0,10
217,9,3.2,8.8,0.25,0.8,10
218,11,2.8,9.9,0.5,-0.4,8.666666667
219,8,2.4,9.9,0.75,-0.8,10
220,6,2.8,11,0.75,1.2,10
221,9,3.2,11,0.25,-0.4,10.66666667
222,8,2,11,0.25,0,10
223,8,2.4,11,0.25,-0.8,8
224,8,1.2,11,0.5,0.8,11.33333333
225,10,3.6,11,0.75,0,11.33333333
226,6,2.8,13.2,0.25,-0.8,11.33333333
227,9,2.4,11,0.25,0.4,10
228,9,3.2,9.9,0.5,0,11.33333333
229,9,2.4,12.1,0.5,-0.4,10.66666667
230,9,3.6,12.1,0.5,0,11.33333333
231,9,2.4,11,0.75,0,11.33333333
232,9,2.8,11,0.75,0,12.66666667
233,9,4,12.1,0.75,0.4,11.33333333
234,10,3.2,9.9,0.75,0,10.66666667
235,9,2.8,12.1,0.75,0,11.33333333
236,8,2.4,9.9,0.25,-0.4,12
237,10,3.2,12.1,0.5,0,10
238,9,2.8,12.1,0.5,-0.4,12
239,9,2,12.1,0.75,0.4,10.66666667
240,8,2.8,12.1,0.75,0.8,12.66666667
241,12,3.6,11,0.75,0,10
242,10,3.6,12.1,0.75,0,11.33333333
243,10,2.8,12.1,0.25,1.2,11.33333333
244,10,3.2,13.2,0.25,-0.4,12
245,11,2.8,13.2,0.5,0,11.33333333
246,9,4,14.3,0.75,0,12
247,8,2.8,12.1,1,0.4,11.33333333
248,10,2.8,13.2,1,0,12
249,12,3.2,13.2,0.5,-0.4,12
250,12,3.6,12.1,1.25,0,12
251,11,3.2,12.1,0.75,0,10
252,11,3.6,13.2,1,-0.4,11.33333333
253,11,4,12.1,0.75,0.4,11.33333333
254,10,3.6,14.3,0.75,0.4,14
255,11,2,13.2,0.75,0.4,12.66666667
256,10,3.6,13.2,1,-1.2,12
257,13,4,14.3,0.75,-1.2,12
258,10,4.4,14.3,1.5,-0.4,12.66666667
259,9,3.2,14.3,0.75,0.4,12.66666667
260,11,3.6,17.6,0.5,-0.4,12
261,15,3.2,14.3,0.5,-1.6,11.33333333
262,12,4.4,14.3,0.75,-0.4,12.66666667
263,12,3.6,12.1,0.75,0.8,13.33333333
264,11,3.2,12.1,0.75,-0.4,12.66666667
265,9,2.8,14.3,0.75,0.4,13.33333333
266,14,4.8,14.3,1.5,-0.4,12.66666667
267,14,4.4,16.5,0.75,0.4,12.66666667
268,13,4,14.3,1,0,10.66666667
269,13,3.6,15.4,0.75,-0.4,12
270,13,4,14.3,0.75,-0.4,12.66666667
271,11,4.4,15.4,0.75,-0.8,12.66666667
272,11,4,15.4,1,-0.4,12.66666667
273,14,4.8,14.3,1.25,0,13.33333333
274,12,4.4,14.3,1,0,14.66666667
275,13,4,15.4,0.75,-0.4,13.33333333
276,16,5.2,16.5,0.75,-0.8,12.66666667
277,15,4,15.4,1,0,13.33333333
278,9,4.4,16.5,0.25,-0.4,14
279,13,4,19.8,0.75,-0.4,14.66666667
280,13,4.4,15.4,0.5,-1.2,14
281,15,4.4,16.5,0.5,-0.4,12
282,13,4.4,15.4,1.5,-0.8,16
283,13,4,14.3,1,-0.8,13.33333333
284,14,4,16.5,0.75,0,13.33333333
285,14,6,16.5,1.25,-0.4,13.33333333
286,14,4.4,16.5,1.5,-0.8,12
287,14,4.8,15.4,1,0.8,11.33333333
288,14,4.4,15.4,1,-0.4,13.33333333
289,13,4.8,17.6,0.5,-1.6,13.33333333
290,14,5.2,16.5,0.75,-0.8,12.66666667
291,14,4.4,17.6,1.75,0,12.66666667
292,13,5.2,16.5,1,-0.4,14.66666667
293,15,4.8,16.5,1,-0.4,15.33333333
294,14,4.8,16.5,1,0.4,14
295,14,3.6,18.7,1,0,14
296,16,5.2,15.4,1,-1.2,13.33333333
297,14,4.8,16.5,1.25,-0.4,14
298,14,3.6,17.6,1.25,0.4,12.66666667
299,14,4.8,17.6,1,-0.4,12.66666667
