Time (sec),Sensor #1,Sensor #2,Sensor #3,Sensor #4,Sensor #5,Sensor #6
276,7,15.6,5.333333333,5,20,8.5
277,7,14.4,5.333333333,5.333333333,20,9.333333333
278,7,15.6,5.333333333,5,18.5,8.833333333
279,6.5,14.4,5,5.666666667,20,9.666666667
280,7.5,14.4,5,5,20,9.333333333
281,7,15.6,5,5,21.5,9.166666667
282,7,15.6,5.333333333,5.166666667,20.5,9.166666667
283,7,14.4,5.333333333,5.166666667,20,9.166666667
284,7.5,14.4,5.333333333,5.333333333,19.5,9.5
285,7,15.6,5,5.333333333,20,9.166666667
286,7,14.4,5.666666667,5.5,22.5,9.333333333
287,7,12,5,5.5,20.5,9.333333333
288,7,14.4,5,5.333333333,20.5,9.166666667
289,7,13.2,4.666666667,5.5,20,9.166666667
290,7,14.4,5.333333333,5.5,20,9.333333333
291,6.5,15.6,5.666666667,5.833333333,19.5,9
292,8,15.6,5.666666667,5.666666667,19.5,8.833333333
293,7,14.4,5.666666667,5.333333333,19.5,9.166666667
294,7,15.6,5,5.333333333,21,9.333333333
295,7,14.4,5.333333333,5.333333333,19,9.666666667
296,7.5,14.4,5,5.333333333,21,9.5
297,6,15.6,5,5.5,20.5,9.333333333
298,7.5,15.6,5,5.166666667,19.5,9.166666667
299,7,14.4,5,5.5,21,9.333333333
